Department,EducationField,JobRole,BusinessTravel,MaritalStatus,Employee Source,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,StockOptionLevel,Age,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education,JobLevel,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,TrainingTimesLastYear,Gender,DistanceFromHome,Company Website,LoyaltyFactor,TotalEarnInCompany,JobMatchFactor,SatisfactionCounts,Attrition
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Married,Company Website,81,807,9964,2670,0,37,7,3,2,0,2,4,1,4,1,22,3,3,1,4,3,4,3,1,6,1,0.4286,128160,1,11,1
Research & Development,Life Sciences,Laboratory Technician,Travel_Frequently,Married,Jora,81,636,9964,2670,0,49,22,3,2,1,2,4,1,9,1,11,3,3,1,4,3,4,4,1,10,0,0.1364,128160,0,11,0
Research & Development,Medical,Manager,Travel_Rarely,Married,GlassDoor,79,1324,13022,18041,0,59,21,20,15,1,12,3,5,0,0,14,3,3,3,4,3,3,2,1,3,0,0.9524,4546332,0,13,0
Sales,Life Sciences,Laboratory Technician,Travel_Frequently,Married,Company Website,81,448,9964,2670,1,30,1,1,0,0,0,4,1,1,0,18,3,3,1,3,4,4,2,1,12,1,1,67284,0,11,1
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Married,Seek,37,427,9964,2670,3,41,12,1,0,0,0,4,1,4,1,20,3,1,1,1,2,4,3,1,10,0,0.0833,73692,1,5,0
Sales,Life Sciences,Laboratory Technician,Travel_Rarely,Married,LinkedIn,81,334,9964,2670,1,41,13,7,7,4,5,4,1,2,1,20,3,3,1,4,1,4,3,1,2,0,0.5385,269136,0,9,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Frequently,Married,Indeed,81,1445,9964,2670,1,31,10,5,4,0,1,5,1,9,0,21,3,3,1,3,2,4,3,1,1,0,0.5,201852,0,9,1
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Married,Seek,81,1324,9964,2670,3,59,12,1,0,0,0,3,1,1,1,20,3,3,1,1,2,4,3,1,3,0,0.0833,73692,0,7,0
Human Resources,Medical,Laboratory Technician,Travel_Rarely,Married,Seek,37,427,9964,2670,3,41,12,1,0,0,0,4,1,1,1,20,3,1,1,1,2,4,3,1,10,0,0.0833,73692,0,5,0
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Married,Seek,37,427,9964,2670,3,41,12,1,0,0,0,4,1,4,1,20,4,1,1,1,2,4,3,1,10,0,0.0833,73692,1,5,0
Human Resources,Medical,Laboratory Technician,Travel_Rarely,Married,Seek,37,427,9964,2670,3,41,12,1,0,0,0,4,1,1,1,20,4,1,1,1,2,4,3,1,10,0,0.0833,73692,0,5,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Married,Seek,81,1324,9964,2670,3,59,12,1,0,0,0,3,1,4,1,20,4,3,1,1,2,4,3,1,3,0,0.0833,73692,0,7,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Seek,67,1358,13335,2693,1,30,1,1,0,0,0,1,1,1,0,22,3,4,3,2,3,3,2,0,24,0,1,67864,0,12,0
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Divorced,Seek,37,314,13335,2693,1,41,1,1,0,0,0,3,1,1,0,22,3,1,3,2,3,3,2,0,1,0,1,67864,1,9,0
Human Resources,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Seek,37,314,13335,2693,1,41,1,1,0,0,0,3,1,1,0,22,3,1,3,2,3,3,2,0,1,0,1,67864,0,9,0
Research & Development,Other,Laboratory Technician,Travel_Rarely,Divorced,Seek,67,1358,13335,2693,1,30,1,1,0,0,0,1,1,1,0,22,3,4,3,2,3,3,2,0,24,0,1,67864,0,12,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Seek,67,1358,13335,2693,1,30,1,1,0,0,0,1,1,1,0,22,4,4,3,2,3,3,2,0,24,0,1,67864,0,12,0
Research & Development,Other,Laboratory Technician,Travel_Rarely,Divorced,LinkedIn,67,1358,13335,2693,1,30,1,1,0,0,0,1,1,1,0,22,4,4,3,2,3,3,2,0,24,0,1,67864,0,12,0
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Divorced,Seek,37,314,13335,2693,1,41,1,1,0,0,0,3,1,1,0,22,4,1,3,2,3,3,2,0,1,0,1,67864,1,9,0
Human Resources,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Seek,37,314,13335,2693,1,41,1,1,0,0,0,3,1,1,0,22,4,1,3,2,3,3,2,0,1,0,1,67864,0,9,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Seek,67,1358,13335,2693,1,30,1,1,0,0,0,1,1,1,0,22,3,4,3,2,3,3,2,0,24,0,1,67864,0,12,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,LinkedIn,87,1358,18775,2501,0,30,1,1,1,1,0,1,1,1,0,17,3,3,2,2,3,3,4,0,24,0,1,60024,0,10,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Indeed,67,827,13335,2693,0,32,1,1,0,0,0,1,1,1,0,13,3,4,3,4,3,3,2,0,1,0,1,64632,0,14,0
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Divorced,Company Website,67,506,13335,2693,0,36,10,8,0,7,7,3,1,4,0,12,3,4,3,4,3,3,2,0,3,1,0.8,290844,0,14,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Divorced,Company Website,90,1358,3032,2886,2,30,3,3,2,0,2,1,1,1,0,22,3,1,4,2,1,3,3,1,24,1,1,152381,0,8,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Company Website,67,254,13335,2693,1,34,6,6,5,1,3,2,1,1,1,13,3,4,3,4,3,3,3,0,1,1,1,237523,0,14,0
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Divorced,Seek,37,314,13335,2693,1,41,1,1,0,0,0,3,1,1,0,22,3,1,3,2,3,3,2,0,1,0,1,67864,1,9,0
Research & Development,Life Sciences,Laboratory Technician,Non-Travel,Divorced,Recruit.net,67,1105,13335,2693,1,36,20,17,9,0,15,4,1,8,0,18,3,4,3,3,1,3,2,0,24,0,0.85,610772,0,11,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Frequently,Divorced,Jora,67,523,13335,2693,0,31,0,0,0,0,0,3,1,1,1,14,3,4,3,4,3,3,3,0,2,0,0,32316,0,14,1
Human Resources,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Seek,37,314,13335,2693,1,41,1,1,0,0,0,3,1,1,0,22,3,1,3,2,3,3,2,0,1,0,1,67864,0,9,0
Research & Development,Other,Laboratory Technician,Travel_Rarely,Divorced,Seek,67,1358,13335,2693,1,30,1,1,0,0,0,1,1,1,0,22,3,4,3,2,3,3,2,0,24,0,1,67864,0,12,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Seek,67,1358,13335,2693,1,30,1,1,0,0,0,1,1,1,0,22,4,4,3,2,3,3,2,0,24,0,1,67864,0,12,0
Research & Development,Other,Laboratory Technician,Travel_Rarely,Divorced,LinkedIn,67,1358,13335,2693,1,30,1,1,0,0,0,1,1,1,0,22,4,4,3,2,3,3,2,0,24,0,1,67864,0,12,0
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Divorced,Seek,37,314,13335,2693,1,41,1,1,0,0,0,3,1,1,0,22,4,1,3,2,3,3,2,0,1,0,1,67864,1,9,0
Human Resources,Life Sciences,Laboratory Technician,Travel_Rarely,Divorced,Seek,37,314,13335,2693,1,41,1,1,0,0,0,3,1,1,0,22,4,1,3,2,3,3,2,0,1,0,1,67864,0,9,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Frequently,Single,Seek,44,216,8787,9526,0,38,10,9,7,1,8,3,3,0,0,21,3,4,3,2,3,2,2,0,23,0,0.9,1143120,0,12,0
Human Resources,Human Resources,Manufacturing Director,Travel_Rarely,Single,Seek,37,141,8787,9526,0,39,10,9,7,1,8,3,3,0,0,21,3,1,3,2,3,2,2,0,3,0,0.9,1143120,0,9,0
Human Resources,Life Sciences,Manufacturing Director,Travel_Rarely,Single,Seek,37,141,8787,9526,0,39,10,9,7,1,8,3,3,1,0,21,3,1,3,2,3,2,2,0,3,0,0.9,1143120,0,9,0
Research & Development,Other,Manufacturing Director,Travel_Frequently,Single,Seek,44,216,8787,9526,0,38,10,9,7,1,8,3,3,1,0,21,4,4,3,2,3,2,2,0,23,0,0.9,1143120,0,12,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Frequently,Single,Seek,44,216,8787,9526,0,38,10,9,7,1,8,3,3,0,0,21,4,4,3,2,3,2,2,0,23,0,0.9,1143120,0,12,0
Research & Development,Other,Manufacturing Director,Travel_Frequently,Single,Seek,44,216,8787,9526,0,38,10,9,7,1,8,3,3,1,0,21,4,4,3,2,3,2,2,0,23,0,0.9,1143120,0,12,0
Human Resources,Human Resources,Manufacturing Director,Travel_Rarely,Single,Seek,37,141,8787,9526,0,39,10,9,7,1,8,3,3,0,0,21,4,1,3,2,3,2,2,0,3,0,0.9,1143120,0,9,0
Human Resources,Life Sciences,Manufacturing Director,Travel_Rarely,Single,Seek,37,141,8787,9526,0,39,10,9,7,1,8,3,3,1,0,21,4,1,3,2,3,2,2,0,3,0,0.9,1143120,0,9,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Frequently,Single,Seek,44,216,8787,9526,0,38,10,9,7,1,8,3,3,0,0,21,3,4,3,2,3,2,2,0,23,0,0.9,1143120,0,12,0
Research & Development,Life Sciences,Research Scientist,Travel_Frequently,Married,Recruit.net,66,216,7346,6220,2,38,10,10,4,0,9,3,2,1,0,17,3,2,2,2,3,3,3,0,23,0,1,903144,0,9,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Frequently,Single,Adzuna,44,871,8787,9526,0,20,1,1,0,1,0,3,3,1,1,18,3,4,3,2,3,2,5,0,6,0,1,228624,0,12,1
Sales,Marketing,Manufacturing Director,Travel_Frequently,Single,Company Website,44,444,8787,9526,1,31,2,2,2,2,2,3,3,1,0,11,4,4,3,3,2,2,5,0,5,1,1,360083,0,12,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Frequently,Married,Indeed,53,216,16734,2097,1,38,9,5,3,1,4,3,1,4,0,15,3,3,4,3,1,3,3,0,23,0,0.5556,158533,0,11,0
Sales,Medical,Manufacturing Director,Travel_Rarely,Single,Seek,44,1365,8787,9526,0,31,9,3,1,1,2,4,3,2,0,17,3,4,3,3,1,2,2,0,13,0,0.3333,457248,0,11,1
Human Resources,Human Resources,Manufacturing Director,Travel_Rarely,Single,Seek,37,141,8787,9526,0,39,10,9,7,1,8,3,3,0,0,21,3,1,3,2,3,2,2,0,3,0,0.9,1143120,0,9,0
Sales,Life Sciences,Manufacturing Director,Travel_Rarely,Single,Company Website,44,906,8787,9526,0,32,9,9,8,3,7,3,3,1,0,14,3,4,3,4,3,2,2,0,7,1,1,1143120,0,14,0
Research & Development,Life Sciences,Manufacturing Director,Non-Travel,Single,LinkedIn,44,981,8787,9526,1,44,20,1,0,0,1,3,3,3,0,15,3,4,3,3,3,2,2,0,5,0,0.05,240055,0,13,0
Human Resources,Life Sciences,Manufacturing Director,Travel_Rarely,Single,Seek,37,141,8787,9526,0,39,10,9,7,1,8,3,3,1,0,21,3,1,3,2,3,2,2,0,3,0,0.9,1143120,0,9,0
Research & Development,Other,Manufacturing Director,Travel_Frequently,Single,Seek,44,216,8787,9526,0,38,10,9,7,1,8,3,3,1,0,21,4,4,3,2,3,2,2,0,23,0,0.9,1143120,0,12,0
Research & Development,Life Sciences,Human Resources,Travel_Frequently,Single,Seek,31,216,4223,3886,0,38,10,9,7,1,8,3,2,0,0,21,4,4,4,2,3,2,2,0,23,0,0.9,466320,1,13,0
Research & Development,Other,Manufacturing Director,Travel_Frequently,Single,Seek,44,216,8787,9526,0,38,10,9,7,1,8,3,3,1,0,21,4,4,3,2,3,2,2,0,23,0,0.9,1143120,0,12,0
Human Resources,Human Resources,Manufacturing Director,Travel_Rarely,Single,Seek,37,141,8787,9526,0,39,10,9,7,1,8,3,3,0,0,21,4,1,3,2,3,2,2,0,3,0,0.9,1143120,0,9,0
Human Resources,Life Sciences,Manufacturing Director,Travel_Rarely,Single,Seek,37,141,8787,9526,0,39,10,9,7,1,8,3,3,1,0,21,4,1,3,2,3,2,2,0,3,0,0.9,1143120,0,9,0
Sales,Life Sciences,Manufacturing Director,Travel_Rarely,Single,LinkedIn,37,1162,8787,9526,0,39,12,1,0,0,0,3,3,4,1,18,3,1,3,1,2,2,3,0,3,0,0.0833,228624,0,7,1
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Single,LinkedIn,37,804,8787,9526,1,40,5,1,0,0,0,3,3,8,0,14,3,1,3,2,3,2,4,0,3,0,0.2,240055,0,9,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Single,Indeed,37,167,8787,9526,0,41,7,1,0,0,0,3,3,2,0,14,3,1,3,3,4,2,2,0,3,0,0.1429,228624,0,11,0
Human Resources,Life Sciences,Manufacturing Director,Travel_Frequently,Single,Seek,37,602,8787,9526,0,44,14,10,7,0,2,3,3,0,1,11,3,1,3,3,3,2,3,0,3,0,0.7143,1257432,0,10,0
Sales,Life Sciences,Manufacturing Director,Non-Travel,Single,Company Website,37,336,8787,9526,1,45,16,15,1,0,9,3,3,0,0,11,3,1,3,4,2,2,2,0,3,1,0.9375,1920442,0,10,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Single,Recruit.net,37,192,8787,9526,2,45,8,2,2,0,2,3,3,3,0,21,4,1,3,4,2,2,3,0,3,0,0.25,377230,0,10,0
Sales,Life Sciences,Manufacturing Director,Travel_Rarely,Single,Company Website,37,1225,8787,9526,3,47,20,20,8,3,8,3,3,1,1,11,3,1,3,3,3,2,3,0,3,1,1,2760635,0,10,0
Research & Development,Medical,Healthcare Representative,Travel_Rarely,Married,Seek,94,1299,16577,5237,2,36,17,7,7,7,7,3,2,6,0,13,3,3,3,2,2,3,3,0,27,0,0.4118,553027,0,10,0
Human Resources,Human Resources,Healthcare Representative,Travel_Rarely,Married,Seek,37,1041,16577,5237,2,36,17,7,7,7,7,3,2,6,0,13,3,1,3,2,2,3,3,0,13,0,0.4118,553027,1,8,0
Human Resources,Medical,Healthcare Representative,Travel_Rarely,Married,Seek,37,1041,16577,5237,2,36,17,7,7,7,7,3,2,0,0,13,3,1,3,2,2,3,3,0,13,0,0.4118,553027,0,8,0
Research & Development,Technical Degree,Healthcare Representative,Travel_Rarely,Married,Seek,94,1299,16577,5237,2,36,17,7,7,7,7,3,2,0,0,13,3,3,3,2,2,3,3,0,27,0,0.4118,553027,1,10,0
Research & Development,Medical,Healthcare Representative,Travel_Rarely,Married,Seek,94,1299,16577,5237,2,36,17,7,7,7,7,3,2,6,0,13,3,3,3,2,2,3,3,0,27,0,0.4118,553027,0,10,0
Human Resources,Human Resources,Healthcare Representative,Travel_Rarely,Married,Seek,37,1041,16577,5237,2,36,17,7,7,7,7,3,2,6,0,13,3,1,3,2,2,3,3,0,13,0,0.4118,553027,1,8,0
Human Resources,Medical,Healthcare Representative,Travel_Rarely,Married,Seek,37,1041,16577,5237,2,36,17,7,7,7,7,3,2,0,0,13,3,1,3,2,2,3,3,0,13,0,0.4118,553027,0,8,0
Research & Development,Technical Degree,Healthcare Representative,Travel_Rarely,Married,Seek,94,1299,16577,5237,2,36,17,7,7,7,7,3,2,0,0,13,3,3,3,2,2,3,3,0,27,0,0.4118,553027,1,10,0
Research & Development,Medical,Healthcare Representative,Travel_Rarely,Married,Seek,94,1299,16577,5237,2,36,17,7,7,7,7,3,2,6,0,13,3,3,3,2,2,3,3,0,27,0,0.4118,553027,0,10,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Married,Seek,55,1299,22002,3038,0,36,5,1,0,0,0,3,1,3,0,12,3,2,4,2,3,4,3,1,27,0,0.2,72912,0,11,0
Research & Development,Other,Healthcare Representative,Travel_Rarely,Married,GlassDoor,94,665,16577,5237,0,34,16,16,13,2,10,4,2,1,0,14,3,3,3,3,3,3,3,0,6,0,1,1068348,0,12,0
Sales,Marketing,Healthcare Representative,Travel_Rarely,Married,Company Website,94,950,16577,5237,0,26,8,8,7,7,4,4,2,1,1,12,3,3,3,2,3,3,0,0,4,1,1,565596,1,11,1
Research & Development,Medical,Research Director,Travel_Rarely,Married,Adzuna,93,1299,21526,11935,0,36,10,10,2,0,7,3,3,1,0,18,3,2,3,3,3,2,2,0,27,0,1,1575420,0,11,0
Research & Development,Other,Healthcare Representative,Travel_Rarely,Married,Jora,94,538,16577,5237,0,35,9,3,2,0,2,2,2,4,0,14,3,3,3,4,3,3,3,0,25,0,0.3333,251376,0,13,0
Human Resources,Human Resources,Healthcare Representative,Travel_Rarely,Married,Seek,37,1041,16577,5237,2,36,17,7,7,7,7,3,2,6,0,13,3,1,3,2,2,3,3,0,13,0,0.4118,553027,1,8,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Rarely,Married,Company Website,94,849,16577,5237,1,38,10,10,7,0,9,2,2,1,0,13,3,3,3,1,3,3,1,0,25,1,1,725848,0,10,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Rarely,Married,Recruit.net,94,1467,16577,5237,0,44,10,8,7,0,7,3,2,2,1,17,3,3,3,1,3,3,3,0,20,0,0.8,565596,0,10,0
Human Resources,Medical,Healthcare Representative,Travel_Rarely,Married,Seek,37,1041,16577,5237,2,36,17,7,7,7,7,3,2,0,0,13,3,1,3,2,2,3,3,0,13,0,0.4118,553027,0,8,0
Research & Development,Technical Degree,Healthcare Representative,Travel_Rarely,Married,Seek,94,1299,16577,5237,2,36,17,7,7,7,7,3,2,0,0,13,3,3,3,2,2,3,3,0,27,0,0.4118,553027,1,10,0
Research & Development,Medical,Healthcare Representative,Travel_Rarely,Married,Seek,94,1299,16577,5237,2,36,17,7,7,7,7,3,2,6,0,13,3,3,3,2,2,3,3,0,27,0,0.4118,553027,0,10,0
Human Resources,Human Resources,Healthcare Representative,Travel_Rarely,Married,Seek,37,1041,16577,5237,2,36,17,7,7,7,7,3,2,6,0,13,3,1,3,2,2,3,3,0,13,0,0.4118,553027,1,8,0
Human Resources,Medical,Healthcare Representative,Travel_Rarely,Married,Seek,37,1041,16577,5237,2,36,17,7,7,7,7,3,2,0,0,13,3,1,3,2,2,3,3,0,13,0,0.4118,553027,0,8,0
Research & Development,Technical Degree,Healthcare Representative,Travel_Rarely,Married,Seek,94,1299,16577,5237,2,36,17,7,7,7,7,3,2,0,0,13,3,3,3,2,2,3,3,0,27,0,0.4118,553027,1,10,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Married,Seek,84,809,16479,2426,1,35,6,5,4,0,3,3,1,0,0,13,3,1,2,3,3,4,5,0,16,0,0.8333,183406,0,9,0
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Married,Seek,37,829,16479,2426,1,34,6,5,4,0,3,2,1,0,0,13,3,1,2,3,3,4,5,0,3,0,0.8333,183406,1,9,0
Human Resources,Life Sciences,Laboratory Technician,Travel_Rarely,Married,Seek,37,829,16479,2426,1,34,6,5,4,0,3,2,1,1,0,13,3,1,2,3,3,4,5,0,3,0,0.8333,183406,0,9,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Married,Seek,84,809,16479,2426,1,35,6,5,4,0,3,3,1,1,0,13,3,1,2,3,3,4,5,0,16,0,0.8333,183406,0,9,0
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Married,Seek,37,829,16479,2426,1,34,6,5,4,0,3,2,1,0,0,13,3,1,2,3,3,4,5,0,3,0,0.8333,183406,1,9,0
Human Resources,Life Sciences,Laboratory Technician,Travel_Rarely,Married,Seek,37,829,16479,2426,1,34,6,5,4,0,3,2,1,1,0,13,3,1,2,3,3,4,5,0,3,0,0.8333,183406,0,9,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Married,Seek,84,809,16479,2426,1,35,6,5,4,0,3,3,1,0,0,13,3,1,2,3,3,4,5,0,16,0,0.8333,183406,0,9,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Married,Seek,84,809,16479,2426,1,35,6,5,4,0,3,3,1,1,0,13,3,1,2,3,3,4,5,0,16,0,0.8333,183406,0,9,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Married,Seek,84,809,16479,2426,1,35,6,5,4,0,3,3,1,0,0,13,3,1,2,3,3,4,5,0,16,0,0.8333,183406,0,9,0
Research & Development,Medical,Manufacturing Director,Travel_Rarely,Single,Seek,61,809,20682,4424,0,35,11,11,7,1,8,3,2,1,0,23,3,3,4,4,3,3,2,1,16,0,1,637056,0,14,0
Research & Development,Life Sciences,Laboratory Technician,Non-Travel,Married,Company Website,84,1040,16479,2426,1,37,17,1,0,0,0,2,1,5,0,14,3,1,2,4,4,4,2,0,2,1,0.0588,61135,0,11,0
Research & Development,Medical,Laboratory Technician,Travel_Frequently,Married,Company Website,84,889,16479,2426,3,37,4,4,2,1,2,3,1,1,1,12,3,1,2,3,2,4,3,0,9,1,1,167394,0,8,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,GlassDoor,71,809,18300,2546,0,35,6,2,2,1,1,3,1,5,0,16,3,3,2,2,4,2,2,1,16,0,0.3333,91656,0,11,0
Sales,Medical,Laboratory Technician,Travel_Rarely,Married,LinkedIn,84,525,16479,2426,2,31,13,7,7,5,7,4,1,4,0,22,3,1,2,4,4,4,4,0,6,0,0.5385,256186,0,11,0
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Married,Seek,37,829,16479,2426,1,34,6,5,4,0,3,2,1,0,0,13,3,1,2,3,3,4,5,0,3,0,0.8333,183406,1,9,0
Research & Development,Life Sciences,Laboratory Technician,Non-Travel,Married,Company Website,84,390,16479,2426,0,58,10,1,0,0,0,4,1,2,0,17,3,1,2,3,3,4,2,0,1,1,0.1,58224,0,9,0
Sales,Life Sciences,Laboratory Technician,Travel_Rarely,Married,Seek,84,1358,16479,2426,2,30,8,0,0,0,0,1,1,5,0,12,3,1,2,1,3,4,5,0,16,0,0,32023,0,7,0
Human Resources,Life Sciences,Laboratory Technician,Travel_Rarely,Married,Seek,37,829,16479,2426,1,34,6,5,4,0,3,2,1,1,0,13,3,1,2,3,3,4,5,0,3,0,0.8333,183406,0,9,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Married,Seek,84,809,16479,2426,1,35,6,5,4,0,3,3,1,1,0,13,3,1,2,3,3,4,5,0,16,0,0.8333,183406,0,9,0
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Married,Seek,37,829,16479,2426,1,34,6,5,4,0,3,2,1,0,0,13,3,1,2,3,3,4,5,0,3,0,0.8333,183406,1,9,0
Human Resources,Life Sciences,Laboratory Technician,Travel_Rarely,Married,Seek,37,829,16479,2426,1,34,6,5,4,0,3,2,1,1,0,13,3,1,2,3,3,4,5,0,3,0,0.8333,183406,0,9,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Married,Seek,84,809,16479,2426,1,35,6,5,4,0,3,3,1,0,0,13,3,1,2,3,3,4,5,0,16,0,0.8333,183406,0,9,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Married,Seek,84,809,16479,2426,1,35,6,5,4,0,3,3,1,1,0,13,3,1,2,3,3,4,5,0,16,0,0.8333,183406,0,9,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Seek,49,153,12682,4193,0,29,10,9,5,0,8,2,2,0,1,12,4,4,3,4,3,2,3,1,15,0,0.9,503160,0,14,0
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Single,Seek,38,1075,12682,4193,0,33,10,9,5,0,8,2,2,0,1,12,3,1,3,4,3,2,3,1,3,0,0.9,503160,1,11,0
Human Resources,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Seek,38,1075,12682,4193,0,33,10,9,5,0,8,2,2,1,1,12,3,1,3,4,3,2,3,1,3,0,0.9,503160,0,11,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Single,Seek,49,153,12682,4193,0,29,10,9,5,0,8,2,2,1,1,12,3,4,3,4,3,2,3,1,15,0,0.9,503160,0,14,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Seek,49,153,12682,4193,0,29,10,9,5,0,8,2,2,0,1,12,3,4,3,4,3,2,3,1,15,0,0.9,503160,0,14,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Single,Seek,49,153,12682,4193,0,29,10,9,5,0,8,2,2,1,1,12,3,4,3,4,3,2,3,1,15,0,0.9,503160,0,14,0
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Single,Seek,38,1075,12682,4193,0,33,10,9,5,0,8,2,2,0,1,12,3,1,3,4,3,2,3,1,3,0,0.9,503160,1,11,0
Human Resources,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Seek,38,1075,12682,4193,0,33,10,9,5,0,8,2,2,1,1,12,3,1,3,4,3,2,3,1,3,0,0.9,503160,0,11,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Seek,49,153,12682,4193,0,29,10,9,5,0,8,2,2,0,1,12,4,4,3,4,3,2,3,1,15,0,0.9,503160,0,14,0
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Single,LinkedIn,32,153,23016,4312,0,29,16,15,13,2,8,2,2,0,0,14,3,3,1,2,3,2,2,0,15,0,0.9375,827904,1,9,0
Human Resources,Human Resources,Laboratory Technician,Non-Travel,Single,Indeed,49,1420,12682,4193,1,59,30,3,2,2,2,4,2,9,0,21,3,4,3,4,3,2,3,1,2,0,0.1,211327,1,14,0
Sales,Marketing,Laboratory Technician,Travel_Frequently,Single,Company Website,49,555,12682,4193,1,42,23,20,4,4,8,3,2,5,0,14,3,4,3,4,4,2,2,1,26,1,0.8696,1109468,1,15,0
Research & Development,Life Sciences,Human Resources,Travel_Rarely,Single,Company Website,52,153,18437,2564,0,29,1,1,0,0,0,2,1,1,0,12,3,1,4,3,4,2,3,0,15,1,1,61536,1,12,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Single,Recruit.net,49,798,12682,4193,2,27,6,5,3,0,3,4,2,0,0,12,4,4,3,3,2,2,5,1,6,0,0.8333,332086,0,12,0
Human Resources,Human Resources,Laboratory Technician,Travel_Rarely,Single,Seek,38,1075,12682,4193,0,33,10,9,5,0,8,2,2,0,1,12,3,1,3,4,3,2,3,1,3,0,0.9,503160,1,11,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Frequently,Single,Company Website,49,1249,12682,4193,1,45,9,1,0,0,0,3,2,4,1,20,3,4,3,2,2,2,3,1,7,1,0.1111,105664,0,11,0
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Jora,49,405,12682,4193,0,57,5,5,4,0,3,2,2,1,0,16,4,4,3,4,3,2,3,1,1,0,1,301896,0,14,0
Human Resources,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Seek,38,1075,12682,4193,0,33,10,9,5,0,8,2,2,1,1,12,3,1,3,4,3,2,3,1,3,0,0.9,503160,0,11,0
Research & Development,Medical,Laboratory Technician,Travel_Rarely,Single,Seek,49,153,12682,4193,0,29,10,9,5,0,8,2,2,1,1,12,3,4,3,4,3,2,3,1,15,0,0.9,503160,0,14,0
